barrio_key,barrio_nombre,tree_density,refugios_300m,refugios_400m,refugios_proximos,fuentes_400m,fuentes_proximas,no2_medio,pop_65plus,coverage_ratio_300m,coverage_ratio_400m,coverage_ratio,coverage_ratio_suavizado,vulnerability_index_raw,vulnerability_index,log_pop,log_pop_norm,priority_score,priority_score_norm
403,Fuente del Berro,3763.888314314252,0,2,2,11,11,23.384499224395856,5307,0.0,0.3768607499528923,0.3768607499528923,0.3768607499528923,0.1798613416733518,0.0292768581227766,8.576970395452099,0.8699992832325958,0.025470845582118044,0.028259974598222715
1702,San Cristóbal,3851.297619769861,0,2,2,5,5,26.35748282044684,2001,0.0,0.9995002498750624,0.9995002498750624,0.9995002498750624,0.1997846633661789,0.0325198688615414,7.601901959875166,0.7710938654752403,0.02507587138519386,0.027821749619156167
2004,Arcos,3807.862140648183,0,2,2,4,4,23.35467641135208,4576,0.0,0.4370629370629371,0.4370629370629371,0.4370629370629371,0.1783199322998716,0.02902595582706,8.428799040653642,0.8549696204814438,0.02481631043757264,0.027533766019914533
1704,Los Rosales,4684.091350526278,1,2,2,7,7,25.943905357651055,7139,0.1400756408460568,0.2801512816921137,0.2801512816921137,0.2801512816921137,0.1690473677967131,0.0275166178399884,8.87346805533363,0.9000743260138852,0.024767001256509207,0.027479057345252782
204,Legazpi,6501.370759417634,1,1,1,10,10,22.25123245339872,2846,0.3513703443429374,0.3513703443429374,0.3513703443429374,0.3513703443429374,0.1866535834818776,0.0303824625729254,7.954021087278037,0.8068108347929172,0.024512899991526504,0.02719713127920852
1401,Pavones,4224.226676506715,1,2,2,1,1,25.13033240056737,2586,0.3866976024748647,0.7733952049497294,0.7733952049497294,0.7733952049497294,0.178510197064263,0.0290569260981646,7.8582541821860294,0.7970967825173456,0.023161182302691295,0.025697396712984714
1501,Ventas,2536.557451078568,0,3,3,2,2,23.56682858020087,11646,0.0,0.2575991756826378,0.2575991756826378,0.2575991756826378,0.1454771380570509,0.0236799830990857,9.362803915102651,0.9497097832476878,0.02248911161634159,0.024951732401871828
105,Universidad,2268.924196113518,1,3,3,8,8,24.318633294855942,5547,0.1802776275464215,0.5408328826392645,0.5408328826392645,0.5408328826392645,0.1556612304932072,0.0253376946817341,8.621192781434722,0.8744849515203303,0.022157432705393176,0.02458373372008684
1506,San Juan Bautista,4283.548295414515,2,2,2,7,7,23.475752080594265,2993,0.6682258603407952,0.6682258603407952,0.6682258603407952,0.6682258603407952,0.1649779620218042,0.026854221938748,8.004365564979574,0.8119174933792964,0.021803412563159586,0.024190947379542097
1203,San Fermín,5008.137028621571,1,2,2,5,5,25.01785400806188,3815,0.2621231979030144,0.5242463958060288,0.5242463958060288,0.5242463958060288,0.1526563937459238,0.0248485835791822,8.246958032568177,0.8365246988596398,0.02078645389566398,0.02306262888621949
503,Ciudad Jardín,3249.3369850758577,3,3,3,10,10,25.88124849851942,4545,0.6600660066006601,0.6600660066006601,0.6600660066006601,0.6600660066006601,0.144052229538563,0.0234480441835545,8.422003004412488,0.854280269068763,0.02003120149426318,0.02222467422900082
401,Recoletos,3609.939036716125,0,3,3,0,0,25.583303558449472,3900,0.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.1345366874693812,0.0218991556201261,8.268988209506656,0.8387593151941122,0.01836812077126626,0.020379481503256275
2008,El Salvador,7333.614481532313,0,1,1,5,5,21.39571898684351,3007,0.0,0.3325573661456601,0.3325573661456601,0.3325573661456601,0.1339801842005026,0.0218085710225898,8.00903068506973,0.8123906967305382,0.017717080207739155,0.019657150172387335
804,Pilar,4519.473471363561,3,3,3,16,16,25.181500248051428,12991,0.2309291047648372,0.2309291047648372,0.2309291047648372,0.2309291047648372,0.1129169679681754,0.0183800144049975,9.472089062401459,0.9607950494237663,0.01765942684865911,0.01959318360881757
1504,La Concepción,3466.489020895902,1,3,3,8,8,21.77599147920921,5260,0.1901140684410646,0.5703422053231939,0.5703422053231939,0.5703422053231939,0.1171754058660812,0.0190731799346312,8.568076401730806,0.8690971268993173,0.016576445882021687,0.018391613189458634
604,Almenara,2259.4295083107745,2,4,4,10,10,24.650986564270436,4477,0.4467277194549922,0.8934554389099844,0.8934554389099844,0.8934554389099844,0.1184909502889124,0.0192873171531302,8.4069317971587,0.852751531192368,0.016447289234924604,0.018248313527325796
202,Acacias,6612.405877948182,1,2,2,11,11,23.86186212514045,10246,0.0975990630489947,0.1951981260979894,0.1951981260979894,0.1951981260979894,0.0966972916796899,0.0157398630690992,9.234740258799718,0.9367197315097484,0.014743840308086805,0.01635833216622004
203,Chopera,3631.643702057008,3,5,5,7,7,22.87429873900725,4675,0.6417112299465241,1.0695187165775402,1.0695187165775402,1.0695187165775402,0.0719206849270397,0.0117068607912749,8.450198322591959,0.8571402424014983,0.010034421496393964,0.011133218788583803
305,Los Jerónimos,9784.41935093511,1,1,1,8,8,16.376368907896996,1765,0.56657223796034,0.56657223796034,0.56657223796034,0.56657223796034,0.0,0.0,7.476472381163905,0.7583709996445706,0.0,0.0
